Entertainment,Fast_Food,Tech,Transportation,Energy,S&P_500
0.018008054742166598,-0.0001704822937477496,-0.004500442453212428,0.008814117441573321,0.0053181283632164275,0.00018996581088659426
0.0010978067264985133,0.007041411762077647,0.012236395174866894,-0.0036000749749001736,0.006410889902570463,0.0030970753849743904
0.012191468288385379,-0.012904863474298872,0.005537652473381261,-0.0016110462991729083,0.013988888551121051,0.0012712512404724485
-0.007777739790545797,-0.014645484821845503,0.0023213586591615187,-0.04505099405471851,-0.0026281884475962847,-0.00018910292286977715
0.017060731696428216,-0.0033500777302680816,0.0074896183072290946,-0.0036965846415569735,-0.00027246530648466485,0.001443655000098465
-0.02240120232658123,0.00625194721593934,-0.004380451903141261,-0.00016633322415881963,0.0006487026254881653,-0.003761887644002093
-0.0006048931625862944,-0.0013523107681503064,-0.0033292564816644974,0.019050769131670357,-0.008504386972430859,-0.0008976438525517549
0.006192497432697383,-0.0024341917361745905,0.0021978184181914205,0.0023633029634348127,-0.006944613519147516,0.0009836343625724275
0.0008411527656655331,0.02995967781836833,0.005015879157772369,0.03569931410787184,-0.020760924176725266,-0.0023096092988857952
-0.01716476707237092,-0.0004681274224835109,-0.008206397539265137,-0.008411943298622104,-0.012638401258335529,-0.005525675723266343
0.017716767619059614,0.006471116941007257,0.008711382883069801,0.003424236819773435,-0.0054815257842477216,0.008196058063241196
-0.005349231946130034,0.005689662964924039,-0.008026024337894818,0.008860051606978997,-0.0008519949323445961,-0.0026259630899742037
0.010599726970725176,-0.012633563914001075,-0.0021184237760789523,0.0025276587520836995,-0.0009059611657382186,0.0012756828808564435
0.007034021794796049,-0.0039603013252116565,0.012641040382241493,0.004520729301224974,-0.0001883370527519833,0.006541139295859866
0.0013566564663314796,-0.00741046287822786,0.009492466182291286,0.010848984796276938,0.005727502794619677,-0.0007502611166068096
0.005398422522883667,-0.0004030626744712178,0.019141513461669642,-0.0016688681002540845,0.005073257979329819,0.0020560951489239088
-0.0005079106243015961,-0.00828578790247004,0.008674006209797488,0.0008953886221576043,-0.02165258695771356,-0.0003842577408796899
0.01334967719789858,0.00440080259931095,-0.000545851420674467,2.2239332641389883e-06,0.016877168206292734,0.00984851271879017
-0.03486511008817506,0.01716113175316889,-0.02538404821105658,-0.0070221589549938285,0.010313271522720978,-0.000369225702197995
-0.007264400739149556,0.024464505778851484,0.010981815522887699,0.005647415612734038,0.004473299532372985,0.008190950433802913
-0.014599201565737055,0.0069760512291653426,-0.010122610630384696,-0.003172341277642404,0.013797334845681632,-0.002024530803113933
-0.00307192501896658,0.014877732686058602,-0.024151352607263518,0.004982528396811634,-0.005470481074174048,-0.0010521566439205543
0.0007558435837344554,-0.007069015525793666,0.006311692546816178,-0.01205383929130566,-0.001676159807492722,-0.0037393815604747083
-0.008351310685388441,-0.019951122010100353,0.010565641234326644,-0.014651836146791953,-0.014337257564528577,-0.00011410565998426492
0.008658889000132291,-0.012424400875540616,0.005770195652597097,0.0014223915833743409,0.002291346488584809,0.0029323579853828274
0.008910912669370278,0.020996814483512004,0.005052368727770145,-0.004025460970498175,0.0163149671979954,0.005506306319651655
-0.015006845684406253,-0.014809644987531057,0.006636192190582015,0.002101085543727404,0.002523327635565508,0.003201957471006933
-0.0035610143144634812,-0.0030640454917769933,-0.0019264879916510904,0.00844227083755377,0.0038652655079616954,0.001548922064604108
0.005063460156020961,-0.0003019837420820777,-0.0009180905835447241,0.00018335620874974993,-0.003865469751716666,-0.0004729570906678582
0.002526844868944681,-0.009005964736641323,0.006240407149404833,0.005462673512386223,0.00882262184696438,-0.004070859227173984
