Entertainment,Fast_Food,Tech,Transportation,Energy,S&P_500
0.01051237649651645,0.001918638710971233,0.008203868539982187,-0.011625278322440405,0.019410423537397522,0.003704089049704651
-0.00866391412400245,0.02375978079872772,-0.0011802216734344924,0.0027103358976778057,0.008376689015017981,-0.001185699214361291
-0.004918550283049327,0.0006189754007905321,-0.0026721216411074106,0.0016546124468607539,-0.014898044596632628,0.0007024972279667807
-0.000783712490664164,0.013302690357789047,-0.0007817241737512476,-0.1844917143251543,0.029152067200902212,0.0027300951851503275
0.003852751561094435,-0.007138786193077595,0.0010279141778731943,0.020015659681106125,-0.00631204035234715,0.0025606760900243053
0.015019672198991483,0.0023420461141419797,-0.006788597977634938,-0.0108661470031567,-0.003769315934147417,-0.0019624672514313435
-4.455244416430072e-05,-0.013792308456529578,0.0033663221649351113,-0.03651566400089085,-0.009307416442222936,0.0015646460846321375
-0.012461244325654243,0.01071439583562438,-0.00977776649466374,-0.00035977609896813,-0.007275884810291209,0.0007115345908383919
0.00728423947479531,0.004687214140531459,0.002763690263246165,-0.0011722510625857962,-0.004711784440453133,0.0008370427393644686
0.00987816367505239,0.0076026618681015075,-0.0016809728684747682,0.0051005671228890334,0.013739651893650076,0.007695488006902673
0.015219350439040626,-0.00020039756098190188,0.004167539883867971,-0.0015528558179381644,-0.023322367357546378,0.0005031528617669423
-0.004138679859357566,-0.0007289055810853112,-0.0004106583688022358,-0.001971355690230493,0.002993463168224687,-0.0005925944462060739
0.00019179970394366726,0.0033182524849061086,-0.004624145769922982,-0.004455836143393783,0.031055405839449053,-0.003756184245747196
0.010422426565380545,-0.03294934248564489,-0.004650646106168187,0.0009081470709195395,0.013546281946137015,-0.0015827522106851566
-0.004127383786025933,-0.015026135291685004,0.003814557041198721,0.013378050263142772,-0.004183349404384392,0.0021749356911917594
0.011890609025518823,0.01332721136897634,0.014391487110793619,0.015168689066410324,0.014142399399482097,0.007507291353015866
0.0065985244213886286,-0.008691246489683597,0.010676449062325474,0.002454514251666411,-0.013626757706977181,0.0021955703874654287
0.010132566715107745,0.01759973253784912,0.008645483673137083,0.01726919329265347,0.0028585765991122497,0.004174424362754614
-0.003906878097926276,0.001884519557850433,-0.008689382272480081,-0.0012844847013933323,-0.006848286769700685,-0.004011219709926239
-0.008851393135140778,0.005385200211372192,-0.010946530602088684,-0.008747785401797697,0.004798211380745576,-0.008631020716408422
